Protocolo,Data,Assunto,Situação,Regime,Autoria
00767/2023,30/03/2023,INDICAÇÃO 288/2023 - OPERAÇÃO TAPA-BURACO EM TODO O BAIRRO FLAMBOYANT.,Não Especificado,,MARCOS SABINO FERNANDES
00766/2023,30/03/2023,"INDICAÇÃO 287/2023 - COBERTURA NO PONTO DE ÔNIBUS LOCALIZADO NA RUA VITÓRIO GATTI, NO BAIRRO PORTO ALEGRE.",Não Especificado,,VINÍCIUS SCARSO
00765/2023,30/03/2023,"INDICAÇÃO 286/2023 - MELHORIAS NO FINAL DA RUA MARANHÃO, NA VILA CARDOSO.",Não Especificado,,VINÍCIUS SCARSO
00764/2023,30/03/2023,INDICAÇÃO 285/2023 - MELHORIAS NA MALHA ASFÁLTICA DA AVENIDA JOSÉ ANNICCHINO.,Não Especificado,,VINÍCIUS SCARSO
00763/2023,30/03/2023,INDICAÇÃO 284/2023 - MELHORIAS NA MALHA ASFÁLTICA DA RUA CONSTITUIÇÃO.,Não Especificado,,VINÍCIUS SCARSO
00762/2023,30/03/2023,INDICAÇÃO 283/2023 - CONSTRUÇÃO DE COBERTURA NAS QUADRAS DAS ESCOLAS MUNICIPAIS,Não Especificado,,"DENILTON ROCHA DOS SANTOS, PALOMA TATIANE DA SILVA"
00761/2023,30/03/2023,"INDICAÇÃO 282/2023 - FISCALIZAÇÃO DE TERRENOS PARTICULARES, PARA QUE OS PROPRIETÁRIOS EFETUEM A LIMPEZA.",Não Especificado,,PALOMA TATIANE DA SILVA
00760/2023,30/03/2023,INDICAÇÃO 281/2023 - CONSTRUÇÃO DE RAMPA NA ENTRADA PRINCIPAL DO PRÉDIO DA PREFEITURA MUNICIPAL.,Não Especificado,,PALOMA TATIANE DA SILVA
00759/2023,30/03/2023,"INDICAÇÃO 280/2023 - MELHORIAS NA ÁREA VERDE EXISTENTE NA RUA ELIZABETH ARMELIN ROSSI, NO BAIRRO GÊNOVA.",Não Especificado,,PALOMA TATIANE DA SILVA
00758/2023,30/03/2023,INDICAÇÃO 279/2023 - CONSTRUÇÃO DE RAMPAS DE ACESSO NAS ARQUIBANCADAS DE TODAS AS ESCOLAS MUNICIPAIS.,Não Especificado,,PALOMA TATIANE DA SILVA
00757/2023,30/03/2023,"INDICAÇÃO 278/2023 -SUBSTITUIÇÃO DO CARTÃO VALE TRANSPORTE, OFERTADO AOS SERVIDORES DA PREFEITURA, POR PAGAMENTO EM PECÚNIA",Não Especificado,,PALOMA TATIANE DA SILVA
00756/2023,30/03/2023,"INDICAÇÃO 277/2023 - MELHORIAS DE TRÂNSITO NO CRUZAMENTO DA RUA NOEL ROSA COM A RUA VITÓRIO GATTI, NO BAIRRO PORTO ALEGRE.",Não Especificado,,PALOMA TATIANE DA SILVA
00755/2023,30/03/2023,INDICAÇÃO 276/2023 - INCLUIR NA GRADE ESCOLAR UMA MATÉRIA OU CURRÍCULO VOLTADO PARA A CONSCIENTIZAÇÃO DE TRANSTORNOS MENTAIS.,Não Especificado,,PALOMA TATIANE DA SILVA
00754/2023,30/03/2023,"INDICAÇÃO 275/2023 - PROJETO DE LEI, EM QUE DETERMINE A ACESSIBILIDADE NOS EDIFÍCIOS PRIVADOS, COMO LOJAS, FARMÁCIAS E COMERCIO EM GERAL.",Não Especificado,,PALOMA TATIANE DA SILVA
00753/2023,30/03/2023,"INDICAÇÃO 274/2023 - RETIRADA DAS ""TARTARUGAS"", EXISTENTES NA ENTRADA DO BAIRRO PORTO ALEGRE.",Não Especificado,,PALOMA TATIANE DA SILVA
00752/2023,30/03/2023,INDICAÇÃO 273/2023 - MANUTENÇÃO DA RUA ALCIDES PIRES DE CAMPOS NO JARDIM RECANTO CANCIAN.,Não Especificado,,ODÉSIO DE JESUS FERRAZ
00751/2023,30/03/2023,INDICAÇÃO 272/2023 - PINTURA DE MEIO FIO E FAIXA DE PEDESTRES NA RUA ARACAJÚ.,Não Especificado,,ODÉSIO DE JESUS FERRAZ
00750/2023,30/03/2023,"INDICAÇÃO Nº 271/2023 - PERMANÊNCIA DE PROFISSIONAL DE SEGURANÇA EM TEMPO INTEGRAL, NA SANTA CASA DE MISERICÓRDIA.",Não Especificado,,NELSON DE SOUSA SOARES
00749/2023,30/03/2023,"INDICAÇÃO N° 270/2023 - LIMPEZA E INSTALAÇÃO DE PLACA COM OS DIZERES ""PROIBIDO JOGAR LIXO"", NO TERRENO PRÓXIMO AO POSTO DE SAÚDE DO JARDIM PRIMAVERA.",Não Especificado,,NELSON DE SOUSA SOARES
00748/2023,30/03/2023,INDICAÇÃO Nº 2692023 - LIMPEZA E MANUTENÇÃO NO BAIRRO PIAZZA DI ROMA,Não Especificado,,NELSON DE SOUSA SOARES
00747/2023,30/03/2023,INDICAÇÃO Nº 268/2023 -  FISCALIZAÇÃO E NOTIFICAÇÃO AO PROPRIETÁRIO DA RECICLAGEM EXISTENTE NO BAIRRO FLAMBOYANT.,Não Especificado,,DENILTON ROCHA DOS SANTOS
00746/2023,30/03/2023,"REQUERIMENTO N° 116/2023, DO VEREADOR JOSÉ EDUARDO BOMBONATTI, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE O RADAR EXISTENTE NA AVENIDA DOUTOR ÊNIO PIRES DE CAMARGO.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00745/2023,30/03/2023,"REQUERIMENTO N° 113/2023, DA VEREADORA PALOMA TATIANE DA SILVA, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE NOTIFICAÇÃO AOS PROPRIETÁRIOS DE TERRENOS PARTICULARES.",Não Especificado,,PALOMA TATIANE DA SILVA
00744/2023,30/03/2023,"REQUERIMENTO N° 114/2023, DO VEREADOR THIAGO JÚNIOR ANESIO BRAGGION, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE IMPLANTAR UMA CAMPANHA EDUCATIVA PARA PEDESTRES.",Não Especificado,,THIAGO JUNIOR ANESIO BRAGGION
00743/2023,30/03/2023,"REQUERIMENTO N° 113/2023, DOS VEREADORES PALOMA TATIANE DA SILVA E DENILTON ROCHA DOS SANTOS, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE A ESCOLA PROFESSOR CHERUBIM FERNANDES SAMPAIO E A EICAP LÚCIA ROSÁRIO.",Não Especificado,,"DENILTON ROCHA DOS SANTOS, PALOMA TATIANE DA SILVA"
00742/2023,30/03/2023,"REQUERIMENTO N° 112/2023, DOS VEREADORES PALOMA TATIANE DA SILVA E VINÍCIUS SCARSO, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE O PRÉDIO ONDE ESTÁ ALOCADO O SIAM - SISTEMA INTEGRADO DA ADMINISTRAÇÃO MUNICIPAL.",Não Especificado,,"PALOMA TATIANE DA SILVA, VINÍCIUS SCARSO"
00741/2023,30/03/2023,"REQUERIMENTO N° 111/2023, DOS VEREADORES ELISSANDRO DA SILVA LEITE (SANDRO MODAS) E JOSÉ EDUARDO BOMBONATTI, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES A TRANSFERÊNCIA DO ECOPONTO LOCALIZADO NO BAIRRO ALTO DO CASTELANI.",Não Especificado,,"ELISSANDRO DA SILVA LEITE - SANDRO MODAS, JOSÉ EDUARDO BOMBONATTI"
00740/2023,30/03/2023,"REQUERIMENTO N° 110/2023, DO VEREADOR ELISSANDRO DA SILVA LEITE (SANDRO MODAS), AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE SERVIÇO DE ROÇAGEM E LIMPEZA NAS ÁREAS PÚBLICAS DO MUNICÍPIO.",Não Especificado,,ELISSANDRO DA SILVA LEITE - SANDRO MODAS
00739/2023,30/03/2023,"REQUERIMENTO N° 109/2023, DO VEREADOR ELISSANDRO DA SILVA LEITE (SANDRO MODAS), AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE PERIOCIDADE NA MANUTENÇÃO DE EQUIPAMENTOS DE ACADEMIA AO AR LIVRE.",Não Especificado,,ELISSANDRO DA SILVA LEITE - SANDRO MODAS
00738/2023,30/03/2023,"REQUERIMENTO N° 108/2023, DO VEREADOR ELISSANDRO DA SILVA LEITE (SANDRO MODAS), AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE A REGULARIZAÇÃO DE CALÇADAS.",Não Especificado,,ELISSANDRO DA SILVA LEITE - SANDRO MODAS
00737/2023,30/03/2023,"REQUERIMENTO N° 107/2023, DO VEREADOR ELISSANDRO DA SILVA LEITE (SANDRO MODAS), AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE TERRENOS PERTENCENTES AO PODER PÚBLICO.",Não Especificado,,ELISSANDRO DA SILVA LEITE - SANDRO MODAS
00736/2023,30/03/2023,"REQUERIMENTO N° 106/2023, DO VEREADOR RUAN HENRIQUE PELLEGRINI BRAGGION, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE O CÓRREGO LAVAPÉS.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00735/2023,30/03/2023,"REQUERIMENTO N° 105/2023, DOS VEREADORES JOSÉ EDUARDO BOMBONATTI, E DENILTON ROCHA DOS SANTOS, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE A EXISTÊNCIA DE QUEBRA DE CONTRATO ENTRE O PODER EXECUTIVO E EMPRESAS PRESTADORAS DE SERVIÇO.",Não Especificado,,"DENILTON ROCHA DOS SANTOS, JOSÉ EDUARDO BOMBONATTI"
00734/2023,30/03/2023,REQUERIMENTO SOLICITAÇÃO DE ESPAÇO PARA FORMATURA,Não Especificado,,COLEGIO EVOLUIR
00733/2023,30/03/2023,"REQUERIMENTO N° 104/2023, DO VEREADOR JOSÉ EDUARDO BOMBONATTI, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE INSTALAÇÃO DA UPA - UNIDADE DE PRONTO ATENDIMENTO.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00732/2023,30/03/2023,"REQUERIMENTO N° 103/2023, DO VEREADOR JOSÉ EDUARDO BOMBONATTI, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE TERRENO PARA CONSTRUÇÃO DE CASAS POPULARES.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00731/2023,30/03/2023,"REQUERIMENTO N° 102/2023, DO VEREADOR JOSÉ EDUARDO BOMBONATTI, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE A TROCA DA PONTE DA RUA PIRACICABA.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00730/2023,29/03/2023,"REQUERIMENTO N° 101/2023, DA VEREADORA INÊS LUÍSA FÉLIX DA COSTA, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE CONSTRUÇÃO DE ACOSTAMENTO OU CALÇADAS NA RODOVIA ARLINDO BATAGIM, NA ALTURA DO BAIRRO SANTA TERESA D''ÁVILA.",Não Especificado,,INÊS LUIZA FELIX DA COSTA
00729/2023,29/03/2023,"REQUERIMENTO N° 100/2023, DA VEREADORA INÊS LUÍSA FÉLIX DA COSTA, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE MÉDICOS ENDOCRINOLOGISTA.",Não Especificado,,INÊS LUIZA FELIX DA COSTA
00726/2023,29/03/2023,"REQUERIMENTO N° 099/2023, DA VEREADORA INÊS LUÍSA FÉLIX DA COSTA, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE EXISTÊNCIA DE COOPERATIVAS OU ASSOCIAÇÕES ATUANTES NO SEGMENTO DE RECICLAGEM.",Não Especificado,,INÊS LUIZA FELIX DA COSTA
00725/2023,29/03/2023,"REQUERIMENTO N° 098/2023, DA VEREADOR DENILTON ROCHA DOS SANTOS, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE MELHORIAS NA RUA JOÃO LUIZ PIAZZA.",Não Especificado,,DENILTON ROCHA DOS SANTOS
00724/2023,29/03/2023,"REQUERIMENTO N° 097/2023, DOS VEREADORES VINÍCIUS SCARSO E RUAN HENRIQUE PELLEGRINI BRAGGION, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE A PREVISÃO PARA ENTREGA DA OBRA DE REVITALIZAÇÃO DA AVENIDA BRIGADEIRO FARIA LIMA.",Não Especificado,,"RUAN HENRIQUE PELLEGRINI BRAGGION, VINÍCIUS SCARSO"
00723/2023,29/03/2023,"REQUERIMENTO N° 096/2023, DO VEREADOR VINÍCIUS SCARSO, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE CRITÉRIOS UTILIZADOS na ESCOLHA DAS VIAS QUE ESTÃO RECEBENDO OS SERVIÇOS DE TAPA-BURACOS OU RECAPE.",Não Especificado,,VINÍCIUS SCARSO
00722/2023,29/03/2023,"REQUERIMENTO N° 095/2023, DO VEREADOR VINÍCIUS SCARSO, AO EXCELENTÍSSIMO PREFEITO, SOLICITANDO INFORMAÇÕES SOBRE ASFALTO NA RUA MARANHÃO, NO BAIRRO VILA CARDOSO.",Não Especificado,,VINÍCIUS SCARSO
00721/2023,29/03/2023,"01)	PROJETO DE LEI Nº 003/2023, DO PODER LEGISLATIVO MUNICIPAL, DE AUTORIA DA MESA DIRETORA, QUE DISPÕE SOBRE CRÉDITO ADICIONAL SUPLEMENTAR AS VERBAS ORÇAMENTÁRIAS DA CÂMARA MUNICIPAL DE CAPIVARI. CONSUBSTANCIADO NA JUSTIFICATIVA ANEXA.",Não Especificado,,Mesa Diretora 2021/2022
00690/2023,24/03/2023,"MOÇÃO DE PESAR Nº 042/2023, DE AUTORIA DO VEREADOR THIAGO JÚNIOR ANESIO BRAGGION, COM APOIO DOS DEMAIS PARES, AOS FAMILIARES DA SENHORA LUCIANA GOZZO.",Não Especificado,,THIAGO JUNIOR ANESIO BRAGGION
00689/2023,24/03/2023,"MOÇÃO DE PESAR Nº 041/2023, DE AUTORIA DO VEREADOR THIAGO JÚNIOR ANESIO BRAGGION, COM APOIO DOS DEMAIS PARES, AOS FAMILIARES DO SENHOR JOSÉ DONIZETI DE SOUZA BICUDO.",Não Especificado,,THIAGO JUNIOR ANESIO BRAGGION
00688/2023,24/03/2023,"MOÇÃO DE APELO Nº 040/2023, DE AUTORIA DA VEREADORA PALOMA TATIANE DA SILVA, COM APOIO DOS DEMAIS PARES, À CÂMARA DOS DEPUTADOS PARA APROVAR O PROJETO DE LEI 3660/2021, QUE DISPÕE SOBRE O LAUDO QUE ATESTA A DEFICIÊNCIA PERMANENTE TENHA VALIDADE INDETERMINADA.",Não Especificado,,PALOMA TATIANE DA SILVA
00687/2023,24/03/2023,"MOÇÃO DE APLAUSOS Nº 039/2023, DE AUTORIA DO VEREADOR RUAN HENRIQUE PELLEGRINI BRAGGION, COM APOIO DOS DEMAIS PARES, A TODOS JORNALISTAS DE CAPIVARI.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00686/2023,24/03/2023,"MOÇÃO DE CONGRATULAÇÕES Nº 038/2023, DE AUTORIA DA VEREADORA JEISELE RENATA ROSADA, COM APOIO DOS DEMAIS PARES, PELOS 41 ANOS DE FUNDAÇÃO DA EDITORA EME.",Não Especificado,,JEISELE RENATA ROSADA
00685/2023,24/03/2023,"INDICAÇÃO 267/2023 - LIMPEZA E MANUTENÇÃO DO CENTRO ESPORTIVO NATÁLIO FORNER, CONHECIDO COMO ""CAMPO DO JUVENTUS"".",Não Especificado,,THIAGO JUNIOR ANESIO BRAGGION
00684/2023,24/03/2023,"INDICAÇÃO 266/2023 - EFETUAR INTERVENÇÕES COM INTUITO DE REGULAR O TRÁFEGO DE VEÍCULOS, NO TRECHO ENTRE A AVENIDA PIO 12, ENTRE A RUA SANTA MARIA E A AVENIDA DOUTOR RODRIGUES ALVES, PRINCIPALMENTE EM HORÁRIO DE PICO.",Não Especificado,,ODÉSIO DE JESUS FERRAZ
00683/2023,24/03/2023,INDICAÇÃO 265/2023 - PODA DAS ÁRVORES E EM TODA A EXTENSÃO DA RUA ERICO VERISSIMO NO BAIRRO MORADA DO SOL.,Não Especificado,,ODÉSIO DE JESUS FERRAZ
00682/2023,24/03/2023,INDICAÇÃO 264/2023 - PODA DAS ÁRVORES E SERVIÇO DE ROÇAGEM EM TODA A EXTENSÃO DA RUA ANTÔNIO FREDERICO OZANAN.,Não Especificado,,ODÉSIO DE JESUS FERRAZ
00681/2023,24/03/2023,"INDICAÇÃO 263/2023 - OPERAÇÃO TAPA-BURACO NA RUA ARCHANGELO JARUSSI, NO BAIRRO SÃO JOSÉ.",Não Especificado,,JOSÉ EDUARDO DE CAMPOS PACHECO
00680/2023,24/03/2023,INDICAÇÃO 262/2023 - SECRETARIA DE EDUCAÇÃO VIABILIZE PREMIAR OS ALUNOS VENCEDORES DA OBMEP - OLIMPÍADA BRASILEIRA DE MATEMÁTICA DAS ESCOLAS PÚBLICAS.,Não Especificado,,JOSÉ EDUARDO DE CAMPOS PACHECO
00679/2023,24/03/2023,"INDICAÇÃO 261/2023 - SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO VIABILIZE COM URGÊNCIA A MANUTENÇÃO DE VAZAMENTO DE ÁGUA NA AVENIDA JOSEFINA GIOVANA ROSSI, NA ALTURA DO NÚMERO 1041.",Não Especificado,,JEISELE RENATA ROSADA
00678/2023,24/03/2023,"INDICAÇÃO 260/2023 - VIABILIZE COLOCAR A COBERTURA DE PROTEÇÃO EM DOIS PONTOS DE ÔNIBUS LOCALIZADO NA RUA CAETANO FAVOTTO, NO BAIRRO JARDIM BRANYL, EFETUE AINDA A DEMARCAÇÃO DE SOLO.",Não Especificado,,JEISELE RENATA ROSADA
00677/2023,24/03/2023,INDICAÇÃO 259/2023 - VIABILIZE COM URGÊNCIA A IMPLANTAÇÃO DE DOIS PONTOS DE ÔNIBUS NO LOTEAMENTO HABITACIONAL VEREADOR DOUTOR ISMAEL SANCHES.,Não Especificado,,JEISELE RENATA ROSADA
00676/2023,24/03/2023,INDICAÇÃO 258/2023- COLOCAÇÃO DE CONTAINERS NO BAIRRO JARDIM DAS PALMEIRAS.,Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00675/2023,24/03/2023,"INDICAÇÃO 257/2023- REALIZE COM URGÊNCIA A OPERAÇÃO ""TAPA BURACO"", NA RUA INOCÊNCIA DE ARRUDA TOLEDO NA ALTURA DO NÚMERO 15, BAIRRO JARDIM DO BOSQUE.",Não Especificado,,RUAN HENRIQUE PELLEGRINI BRAGGION
00674/2023,24/03/2023,"INDICAÇÃO 256/2023 - LIMPEZA E DRENAGEM DA RUA JOÃO LUIZ PIAZZA NO BAIRRO CASTELANI EM FRENTE AO N° 60, EM FUNÇÃO DO ACUMULO DE ÁGUA NO LOCAL.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00673/2023,24/03/2023,INDICAÇÃO 255/2023 - VIABILIZE COM URGÊNCIA MELHORIAS E MANUTENÇÃO NA EMEI JUREMA APARECIDA SOUSA MARTINS.,Não Especificado,,"DENILTON ROCHA DOS SANTOS, PALOMA TATIANE DA SILVA"
00671/2023,24/03/2023,"INDICAÇÃO 253/2023 - REALIZE COM MAIS FREQUÊNCIA, A FISCALIZAÇÃO DE TERRENOS BALDIOS NOS BAIRROS JARDIM IMPERIAL E PINHALZINHO, E APÓS SOLICITAR AOS PROPRIETÁRIOS QUE EFETUEM A LIMPEZA.",Não Especificado,,PALOMA TATIANE DA SILVA
00670/2023,24/03/2023,INDICAÇÃO 252/2023 IMPLANTAÇÃO DE PISO TÁTIL E SINALIZAÇÃO EM BRAILE NAS DEPENDÊNCIAS DOS PRÉDIOS QUE FAZEM ATENDIMENTO AO PÚBLICO.,Não Especificado,,PALOMA TATIANE DA SILVA
00669/2023,24/03/2023,"INDICAÇÃO 251/2023 UM LEVANTAMENTO PARA SABER QUAIS OS LOCAIS QUE AINDA NÃO POSSUEM ACESSIBILIDADE, COMO: RAMPAS DE ACESSO/GUIAS REBAIXADAS, NIVELAMENTO DE CALÇADAS, E, OS TERRENOS QUE NÃO POSSUEM CALÇADAS PARA FAZER OU COBRAR QUE OS PROPRIETÁRIOS FAÇAM OS PASSEIOS FACILITANDO A ACESSIBILIDADES DE CADEIRANTES E PESSOAS COM DEFICIÊNCIA, NAS CALÇADAS.",Não Especificado,,PALOMA TATIANE DA SILVA
00668/2023,24/03/2023,"INDICAÇÃO 250/2023 - RETIRADA DE GALHOS NO INTERIOR DA APAE (ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS), NA RUA OSWALDO COSTA, NO BAIRRO MORADA DO SOL.",Não Especificado,,PALOMA TATIANE DA SILVA
00667/2023,24/03/2023,"INDICAÇÃO 249/2023 - SEMÁFORO NO CRUZAMENTO DA ALAMEDA FAUSTINA FRANCHI ANNICCHINO COM A RUA XAVANTES, DEFRONTE A SANTA CASA DE MISERICÓRDIA.",Não Especificado,,PALOMA TATIANE DA SILVA
00666/2023,24/03/2023,"INDICAÇÃO 248/2023 - AQUISIÇÃO CADEIRA DE RODAS ADAPTADAS, E DISPONIBILIZAR NAS REPARTIÇÕES PÚBLICAS DE ATENDIMENTO AOS MUNÍCIPES, E, REALIZE A MANUTENÇÃO DAS CADEIRAS DE RODAS QUE JÁ EXISTEM NAS REPARTIÇÕES, COM ATENÇÃO ESPECIAL NOS POSTOS DE SAÚDE, ASSISTÊNCIA SOCIAL, E, NO CRAS -  CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL.",Não Especificado,,PALOMA TATIANE DA SILVA
00665/2023,24/03/2023,"INDICAÇÃO 247/2023 - OPERAÇÃO TAPA-BURACO NA RUA NICOLA MORONI, NO PARQUE RESIDENCIAL SANTA RITA.",Não Especificado,,MARCOS SABINO FERNANDES
00664/2023,24/03/2023,"INDICAÇÃO 246/2023 - ESTUDOS PARA A IMPLANTAÇÃO DE PARQUE LINEAR, EM ÁREA LOCALIZADA NA RUA JOSÉ STÊNICO.",Não Especificado,,INÊS LUIZA FELIX DA COSTA
00663/2023,24/03/2023,"INDICAÇÃO 2454/2023 - SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO, VIABILIZE COM URGÊNCIA A MANUTENÇÃO DE VAZAMENTO DE ÁGUA NA AVENIDA BRIGADEIRO FARIA LIMA, NA ALTURA DO NÚMERO 684, NO BAIRRO VILA FÁTIMA.",Não Especificado,,DENILTON ROCHA DOS SANTOS
00662/2023,24/03/2023,INDICAÇÃO 244/2023 - SERVIÇO DE CAPINAÇÃO NO CAMPINHO DE FUTEBOL LOCALIZADO NO BAIRRO JARDIM BRANYL.,Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00661/2023,24/03/2023,"INDICAÇÃO 243/2023 - IMPLANTAÇÃO DE DOIS PONTOS DE ÔNIBUS NA RUA CRISTIANO BRUNHEROTO, NO JARDIM SÃO PEDRO, E ESTUDOS PARA AVALIAR A NECESSIDADE DE MAIS PONTO DE ÔNIBUS DENTRO DO BAIRRO.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00660/2023,24/03/2023,"INDICAÇÃO 242/2023 - ESTUDOS PARA MELHORAR A ORIENTAÇÃO E FLUXO DE VEÍCULOS NA ROTATÓRIA QUE LIGA AS RUA FRANKLINA DE ALMEIDA BARROS, AVENIDA DOUTOR ÊNIO PIRES DE CAMARGO E AVENIDA JOSEFINA GIOVANA ROSSI.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00659/2023,24/03/2023,INDICAÇÃO 241/2023 - LIMPEZA NOS ARREDORES DO PRÉDIO DESTINADO A UPA - UNIDADE DE PRONTO ATENDIMENTO NO JARDIM SÃO PEDRO.,Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00658/2023,24/03/2023,INDICAÇÃO 240/2023 - REFORÇO NA PINTURA DE SINALIZAÇÃO DE TRÂNSITO NAS VIAS PÚBLICAS DO JARDIM SÃO PEDRO.,Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00657/2023,24/03/2023,"INDICAÇÃO 239/2023 - REVITALIZAÇÃO DO CAMPINHO DE FUTEBOL, EXISTENTE NO JARDIM SÃO PEDRO, ENTRE ELAS A INSTALAÇÃO DE REDES NA TRAVE E TELA DE A PROTEÇÃO PARA QUE A BOLA NÃO VÁ PARA A RUA E NEM PARA O MATO.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00656/2023,24/03/2023,INDICAÇÃO 238/2023 - EFETUE COM URGÊNCIA AÇÕES DE TAPA-BURACO NO JARDIM SÃO PEDRO.,Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00655/2023,24/03/2023,"INDICAÇÃO 237/2023 - ESTUDOS PARA IMPLANTAR UMA ÁREA DE LAZER CONTENDO PLAYGROUND, ACADEMIA AO AR LIVRE, CAMPO DE FUTEBOL, QUADRA, DE BASQUETE, DE VÔLEI E PISTA DE SKATE, E SE POSSÍVEL COM COBERTURA NO CONJUNTO HABITACIONAL VEREADOR DOUTOR ISMAEL SANCHES.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00654/2023,24/03/2023,"INDICAÇÃO 236/2023 - CONSTRUÇÃO DE UMA CRECHE NO CONJUNTO HABITACIONAL VEREADOR DOUTOR ISMAEL SANCHES,",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00653/2023,24/03/2023,INDICAÇÃO 235/2023 - REFORÇO NA PINTURA DE SINALIZAÇÃO DE TRÂNSITO NAS VIAS PÚBLICAS DO CONJUNTO HABITACIONAL VEREADOR DOUTOR ISMAEL SANCHES.,Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00672/2023,24/03/2023,"254/2023 - MELHORIAS NO ASFALTO DA AVENIDA PIRATININGA ALTURA DO NÚMERO 955, ATÉ 1259 NA ENTRADA DO PESQUEIRO RANCHO CAIPIRA.",Tramitando,Ordinário,PALOMA TATIANE DA SILVA
00652/2023,23/03/2023,INDICAÇÃO 234/2023 - IMPLANTAÇÃO DE FEIRA LIVRE NO CONJUNTO HABITACIONAL VEREADOR DOUTOR ISMAEL SANCHES.,Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00651/2023,23/03/2023,INDICAÇÃO 233/2023 - PINTURA DE GUIAS E SARJETAS NO CONJUNTO HABITACIONAL VEREADOR DOUTOR ISMAEL SANCHES.,Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00650/2023,23/03/2023,"INDICAÇÃO 232/2023 - IMPLANTAR UM PROJETO ""NOSSO BAIRRO LIMPO"", INICIANDO PELO CONJUNTO HABITACIONAL VEREADOR DOUTOR ISMAEL SANCHES E JARDIM SÃO PEDRO.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00649/2023,23/03/2023,"INDICAÇÃO 231/2023 - CONTAINERS PARA DESCARTE DE RESÍDUOS SÓLIDOS, NO CONJUNTO HABITACIONAL VEREADOR DOUTOR ISMAEL SANCHES.",Não Especificado,,JOSÉ EDUARDO BOMBONATTI
00648/2023,23/03/2023,INDICAÇÃO 230/2023 - INSTALAÇÃO DE UMA ÁREA PARA RECEBER ENTULHOS E CACARECOS NO CONJUNTO HABITACIONAL VEREADOR DOUTOR ISMAEL SANCHES.,Não Especificado,,JOSÉ EDUARDO BOMBONATTI
